post_title,post_parent,ID,post_content,post_excerpt,post_status,sku,parent_sku,children,virtual,stock,regular_price,weight,length,width,height,upsell_ids,crosssell_ids,product_url,images,product_page_url,attribute:Adhesive-width,attribute_data:Adhesive-width,attribute_default:Adhesive-width,attribute:Coating,attribute_data:Coating,attribute_default:Coating,attribute:Coating:,attribute_data:Coating:,attribute_default:Coating:,attribute:Color,attribute_data:Color,attribute_default:Color,attribute:Diameter,attribute_data:Diameter,attribute_default:Diameter,attribute:Diameter/Thickness,attribute_data:Diameter/Thickness,attribute_default:Diameter/Thickness,attribute:Die-diameter,attribute_data:Die-diameter,attribute_default:Die-diameter,attribute:Dimension(L*W*H),attribute_data:Dimension(L*W*H),attribute_default:Dimension(L*W*H),"attribute:External dimensions","attribute_data:External dimensions","attribute_default:External dimensions",attribute:Length,attribute_data:Length,attribute_default:Length,attribute:Material,attribute_data:Material,attribute_default:Material,attribute:Metal-thickness,attribute_data:Metal-thickness,attribute_default:Metal-thickness,"attribute:Mould size","attribute_data:Mould size","attribute_default:Mould size",attribute:Name,attribute_data:Name,attribute_default:Name,"attribute:Other containers","attribute_data:Other containers","attribute_default:Other containers","attribute:PP Pore Size (Average Diameter)","attribute_data:PP Pore Size (Average Diameter)","attribute_default:PP Pore Size (Average Diameter)",attribute:Size,attribute_data:Size,attribute_default:Size,"attribute:Stainless Steel Type","attribute_data:Stainless Steel Type","attribute_default:Stainless Steel Type",attribute:Tab-height,attribute_data:Tab-height,attribute_default:Tab-height,attribute:Tab-width,attribute_data:Tab-width,attribute_default:Tab-width,attribute:Thickness,attribute_data:Thickness,attribute_default:Thickness,attribute:Type,attribute_data:Type,attribute_default:Type,attribute:Width,attribute_data:Width,attribute_default:Width,attribute:pa_thickness,attribute_data:pa_thickness,attribute_default:pa_thickness,attribute:pa_width,attribute_data:pa_width,attribute_default:pa_width
"Cup Forming Machine for Al-laminated Film",,6873,"The machine is used to prepare polymer cases made of Aluminum Laminated Films.
This lab aluminum laminated film pouch forming machine is designed with simple Spring mold with a smaller size, which is more suitable for lab research.

<strong>Main Feature:</strong>
<ul>
 	<li>Four guide column structures for smooth sliding up and down.</li>
 	<li>It is simple and quick to change the mold and adjust the stretching depth..</li>
 	<li>Compared with similar products, when use the same quality aluminum laminated film,this machine stretches deeper and more stable.</li>
 	<li>Precise mold design, no crow's feet and sag at each corner of the product after forming.</li>
 	<li>Protected by light curtain and cover, safe to use;</li>
 	<li>Made of Japanese imported mold material and high-strength chrome steel and alloy aluminum, the surface is treated with environmentally friendly plating and baking finish;</li>
 	<li>Exquisite appearance, sheet metal adopts three-dimensional geometric design, simple and beautiful.</li>
 	<li>Easy to operate, safe and reliable, small size</li>
</ul>
<table style=""font-weight: 400;height: 634px"" width=""1346"">
<tbody>
<tr>
<td width=""234"">Model</td>
<td width=""463"">CFM250</td>
</tr>
<tr>
<td width=""234"">Source voltage</td>
<td width=""463"">AC 220V, 50HZ</td>
</tr>
<tr>
<td width=""234"">Power</td>
<td width=""463"">100W</td>
</tr>
<tr>
<td width=""234"">Warranty</td>
<td width=""463"">One year limited warranty with lifetime support</td>
</tr>
<tr>
<td width=""234"">Suitable aluminum film size</td>
<td width=""463"">300*280mm(L*W), customized, with punching depth ≤6mm</td>
</tr>
<tr>
<td width=""234"">Max. Cup Depth to Punch</td>
<td width=""463"">Single pit punching depth ≤6mm</td>
</tr>
<tr>
<td width=""234"">Output</td>
<td width=""463"">100-200EA/H</td>
</tr>
<tr>
<td width=""234"">Output pressure</td>
<td width=""463"">5T</td>
</tr>
<tr>
<td width=""234"">Air source</td>
<td width=""463"">0.5-0.7MPa</td>
</tr>
<tr>
<td width=""234"">Dimension(L*W*H)</td>
<td width=""463"">560*420*925mm</td>
</tr>
<tr>
<td width=""234"">Weight</td>
<td width=""463"">About 250 kg</td>
</tr>
<tr>
<td width=""234"">Mold part</td>
<td width=""463"">Mold/core roughness: ：0.4(mirror reflection), Upper and lower die flatness: 0.02mm, Core flatness: 0.02mm</td>
</tr>
</tbody>
</table>","<div class=""main"">CFM250 Battery Pouch Forming Machine is used for lithium polymer battery/ pouch cell cup forming in the production line of making pouch cell batteries.</div>",draft,CFM250,,,no,,,250,56,42,92.5,,,,,https://cam-energy.com/?post_type=product&p=6873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vacuum Sealing machine-VSM200",,6878,"VSM200 compact vacuum sealer is mainly used for sealing aluminium-laminated case in glove box after injection of electrolyte into pouch Li-ion cell or after formation for final seal (polymer Li-Ion cell). Heatable sealer blade is built into the chamber, automatically sealing the aluminium film pouch case for polymer battery.
<table style=""height: 1001px;"" border=""2"" width=""1359"">
<tbody>
<tr>
<td>Model</td>
<td>Compact Vacuum Sealer VSM200</td>
</tr>
<tr>
<td>Source voltage</td>
<td>AC 220V/110V, 50/60HZ</td>
</tr>
<tr>
<td>Power</td>
<td>600W</td>
</tr>
<tr>
<td>Warranty</td>
<td>One year limited warranty with lifetime support</td>
</tr>
<tr>
<td>Advantages</td>
<td>1. Sealing Head adopts copper material, good heat transfer effect, 2. With adjust, plate, Can apply to different specifications battery, and the adjusting is simple</td>
</tr>
<tr>
<td>Vacuum degree</td>
<td>-95Kpa - 0</td>
</tr>
<tr>
<td>Sealing head TEM</td>
<td>RT-250℃, adjustable</td>
</tr>
<tr>
<td>TEM accuracy</td>
<td>±1.5℃</td>
</tr>
<tr>
<td>Sealing pressure</td>
<td>0-7Kg/cm2, adjustable</td>
</tr>
<tr>
<td>Sealing time</td>
<td>0-99s, adjustable</td>
</tr>
<tr>
<td>Sealing Blade</td>
<td>Hard type (without rubber, only for Al case sealing, not suitable for sealing case with tab in between)</td>
</tr>
<tr>
<td>Sealing width</td>
<td>5mm, customized</td>
</tr>
<tr>
<td>Sealing head length</td>
<td>200mm</td>
</tr>
<tr>
<td>Suitable battery size (Inner size)</td>
<td>180*120*10mm</td>
</tr>
<tr>
<td>Air source</td>
<td>0.5-0.7MPa (72.5-102psi)</td>
</tr>
<tr>
<td>Dimension(L*W*H)</td>
<td>Sealing Unit with Chamber Closed: 470*430*480mm, Sealing Unit with Chamber opened: 470*430*559mm, Control Unit: 420*320*220mm</td>
</tr>
<tr>
<td>Weight</td>
<td>About 50kg</td>
</tr>
</tbody>
</table>","VSM200 is mainly applied for pouch cell, lithium battery vacuum pumping, heating press pre-sealing after filling, and standing",draft,VSM200,,,no,,,50,47,43,48,,,,,https://cam-energy.com/?post_type=product&p=6878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electrolyte filling electronic pump system",,6880,"<strong>SPECIFICATIONS</strong>
<table style=""height: 494px"" border=""1"" width=""1341"">
<tbody>
<tr>
<td>Model</td>
<td>Single Head Electric Injection Pump NT36</td>
</tr>
<tr>
<td>Warranty</td>
<td>One year limited and lifetime support</td>
</tr>
<tr>
<td>Type</td>
<td>Rotating reciprocating positive displacement special ceramic injection pump</td>
</tr>
<tr>
<td>Speed</td>
<td>1-800 rpm, According to system configuration and fluid characteristics, For battery industry, 60-200rpm is best</td>
</tr>
<tr>
<td>Stroke number</td>
<td>1-9999times, According to system configuration and fluid characteristics</td>
</tr>
<tr>
<td>Filling range</td>
<td>0-2.4ml adjustable</td>
</tr>
<tr>
<td>Filling accuracy</td>
<td>Within 3‰</td>
</tr>
<tr>
<td>Source voltage</td>
<td>AC110V/220V, 50/60HZ Single phase</td>
</tr>
<tr>
<td>Power</td>
<td>300W</td>
</tr>
<tr>
<td>Dimension (L*W*H)</td>
<td>Controller box : 340*300*145mm, Filling device : 230*160*155mm</td>
</tr>
</tbody>
</table>","<div class=""main"">NT36 Filling pump system includes an electronic control box, a stepper motor, and A high-precision rotating fluid reciprocating pump made by special ceramic. It is used for multiple high precision spraying/lithium battery liquid injection system</div>",draft,NT36,,,no,,,,34,30,14.5,,,,,https://cam-energy.com/?post_type=product&p=6880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adjustable Electrolyte injector 50ml",,6883,"<ul>
 	<li>Optional Capacity: 0.2-2ml,0.5-5ml,1-10ml,2.5-25ml,5-50ml.</li>
 	<li>Warranty: One year limited warranty with lifetime support.</li>
 	<li>Application: For lithium ion battery electrolyte injection.</li>
</ul>
<table style=""height: 697px"" border=""2"" width=""1297"">
<tbody>
<tr>
<td>Model</td>
<td>BE50M, Electrolyte injector</td>
</tr>
<tr>
<td rowspan=""5"">Features</td>
<td>Liquid can be removed directly from reagent bottle.</td>
</tr>
<tr>
<td>Easy to disassemble and clean.</td>
</tr>
<tr>
<td>With an interchangeable intake valve</td>
</tr>
<tr>
<td>Can sterilize at 121 °c high pressure</td>
</tr>
<tr>
<td>With Conformity qualification</td>
</tr>
<tr>
<td rowspan=""2"">Accessories</td>
<td>4 PP bottle adapters, 45/40mm, 45/33mm, 33mm/28, 33mm/24 and filling tube</td>
</tr>
<tr>
<td>One 32Oz Boston round glass bottles are included.</td>
</tr>
<tr>
<td>Warranty</td>
<td>One year limited warranty with lifetime support</td>
</tr>
<tr>
<td rowspan=""2"">Applications</td>
<td>For lithium ion battery electrolyte injection.</td>
</tr>
<tr>
<td>For almost every dispensing application</td>
</tr>
<tr>
<td>Optional Capacity</td>
<td>0.2-2ml,0.5-5ml,1-10ml,2.5-25ml,5-50ml</td>
</tr>
</tbody>
</table>","This digital adjustable electrolyte injector tool filling machine is using for lithium ion battery electrolyte injection.",draft,BE50M,,,no,,,,,,,,,,,https://cam-energy.com/?post_type=product&p=6883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAT-Cell- A1001",,6885,"The PAT-Cell is equally suitable for automated high-throughput scenarios and small-scale test series.

<strong>Specifications</strong>
<ul>
 	<li>Temperature resistance: -20 to 80° C</li>
 	<li>Electrode diameter: 18 mm</li>
 	<li>Diameter: 49.5 mm</li>
</ul>","The PAT-Cell A1001 is a test cell for 2- and 3- electrode measurements on battery materials. It uses the modular PAT-Core concept and can therefore be used for a variety of test purposes. The cell has no wiring but is inserted directly into a PAT battery tester or connected to any commercially available battery tester/potentiostat via a PAT docking station. The easy handling is further improved by features such as the integrated PAT-Button. This patented*, electronic memory in the cell bottom enables automatic cell recognition when the cell is inserted into a PAT battery tester.",draft,A1001,,,no,,,0.4,,,6.1,,,,,https://cam-energy.com/?post_type=product&p=6885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL-Cut High Precision Electrode Cutter",,6887,"<p align=""LEFT"">Accuracy and reproducibility of electrochemical tests do not solely ­depend on the choice of materials but also on simple geometric and mechanical parameters. The proper cutting of the electrodes is an often neglected factor. Torn and chipped electrode edges – although invisible to the bare eye – inevitably cause current inhomogeneity and are thus likely to affect experimental results. Especially life cycle and impedance results are prone to such artefacts. Electrodes being cut by conventional punching (stamping) with only one punch force show chipped edges and are not plain.</p>
<p align=""LEFT"">The EL–Cut is a high–precision punching tool specially designed for punching electrodes from coated Cu and Al foils. In contrast to conventional punching,  electrodes being cut (fine blanked) by the EL–Cut are produced by three active forces and in tools with a few microns cutting clearance. The fine blanking process results in electrodes having clean cutting surfaces without torn or chipped edges and being almost perfectly flat.</p>

<h3>Features</h3>
<ul>
 	<li><i class=""fa fa-check minti-icon""></i>Perfectly cut electrodes</li>
 	<li><i class=""fa fa-check minti-icon""></i>Designed for cutting electrodes coated on Al and Cu foil</li>
 	<li><i class=""fa fa-check minti-icon""></i> Cutting tools available with diameters from 6 to 40 mm (One cutting size per EL-Cut). Different shapes (e.g. squared) are available on request</li>
</ul>","The punching tool of the EL-Cut is permanently installed and cannot be changed. The EL–Cut is available in different versions, each with a different cutting tool. The diameter of a tool can be between 6 and 40 mm. Different shapes, e.g. squared, are possible.",draft,,,,no,,,2.8,6,38,14,,,,"https://cam-energy.com/wp-content/uploads/2021/11/EL-CUT.png ! alt : EL Cutter ! title : EL-CUT ! desc :  ! caption : ",https://cam-energy.com/?post_type=product&p=6887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ECC-LiPunch Punching tool for lithium foil",,6890,"<h2 class=""headline font-inherit fontsize-l fontweight-400 lh-inherit align-left transform-inherit head_large_content"">ECC-LiPunch features</h2>
<div class=""minti_boxedholder clearfix"">
<div class=""wpb_text_column wpb_content_element "">
<div class=""wpb_wrapper"">
<ul>
 	<li><i class=""fa fa-check minti-icon""></i>For punching highly precise and flat lithium discs</li>
 	<li><i class=""fa fa-check minti-icon""></i>Standard size for EL-CELL test cells: 18 mm diameter</li>
 	<li><i class=""fa fa-check minti-icon""></i>Other sizes available: 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 16.6, 17, 18, 19, 20 mm</li>
 	<li>Cutting diameter: 18 mm (other dia. on request)</li>
 	<li>Diameter: 39 mm</li>
</ul>
</div>
</div>
</div>","<div class=""wpb_row vc_row-fluid standard-section section section-no-parallax stretch "" data-speed=""1"">
<div class=""col span_12 color-dark left"">
<div class=""vc_col-sm-12 wpb_column column_container col no-padding color-dark"" data-animation="""" data-delay="""">
<div class=""wpb_wrapper"">
<div class=""vc_row wpb_row vc_inner vc_row-fluid"">
<div class=""wpb_column vc_column_container vc_col-sm-10"">
<div class=""vc_column-inner"">
<div class=""wpb_wrapper"">
<div class=""wpb_text_column wpb_content_element "">
<div class=""wpb_wrapper"">
<p align=""LEFT"">Forget about your lithium foil getting stuck to the hollow punch! The ECC-LiPunch is the perfect tool for smoothly punching 18 mm lithium discs for the ECC and PAT series test cells as well as your coin cells.</p>

</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",draft,ECC-LiPunch,,,no,,,0.7,10,,,,,,,https://cam-energy.com/?post_type=product&p=6890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lithium disc Punch",,6892,"Rated thickness of the sheet is 0.5-3 mm; and the rated diameter is 5-30mm. dimensions other than standard spec can be ordered. Please contact us to consult.

<strong>SPECIFICATION</strong>
<ul>
 	<li>Material: POM (Overall)</li>
</ul>","It is a handy tool for lithium sheet punching. All parts are made of plastic material. The product can be pushed out with a pusher through the punch core if it sticks on the
punch end.",publish,PU-02,,,no,,400,0.3,7,5,5,,,,,https://cam-energy.com/product/lithium-disc-punch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High porosity polyimide fiber separator",,7088,,,draft,,,,no,,,,,,,,,,,https://cam-energy.com/?post_type=product&p=7088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Semi-Auto Stacking Machine for Pouch Cell Electrodes",,7496,"SASM300 is a desktop semi-auto stacking machine with advanced features to ensure a stable, repeatable and precise electrode stacking. In its “Z” fashion stacking method, Anode and Cathode electrodes are alternatively stacked with the separator film in between.it is more precise ,consistent, and is compatible with glove box operation.

Consistent tension controls for separator film delivery

“Z” fashion stacking with a separation via a foot-switch

Can accept various size of electrode

SPECIFICATIONS:
<table>
<tbody>
<tr>
<td width=""116"">Working Voltage</td>
<td width=""467"">AC220V 50/60Hz</td>
</tr>
<tr>
<td width=""116"">Stacking Electrode Size</td>
<td width=""467"">· 220mm x 150mm Max.· 50mm x 50mm Min.</td>
</tr>
<tr>
<td width=""116"">Max. Electrode Thickness</td>
<td width=""467"">Piled up thickness &lt; 9mm</td>
</tr>
<tr>
<td width=""116"">Aligning Accuracy</td>
<td width=""467"">±0.3mm for stacked electrodes</td>
</tr>
<tr>
<td width=""116"">Acceptable Separator Roll Size</td>
<td width=""467"">220mm O.D Max.</td>
</tr>
<tr>
<td width=""116"">Suggested Air Pressure</td>
<td width=""467"">0.6 – 1.5 MPa</td>
</tr>
<tr>
<td width=""116"">Product Dimensions</td>
<td width=""467"">580mm(L) x 640mm(W) x 600mm(H)</td>
</tr>
<tr>
<td width=""116"">Net Weight</td>
<td width=""467"">50Kg</td>
</tr>
</tbody>
</table>","Semi-automatic electrode Z stacking machine",publish,,,,no,,,,,,,,,,"https://cam-energy.com/wp-content/uploads/2023/01/Cell-stacking-machine.png.png ! alt :  ! title : Cell stacking machine.png ! desc :  ! caption : ",https://cam-energy.com/product/semi-auto-stacking-machine-for-pouch-cell-electrodes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
